length (normalized)	length	max-depth	avg-depth	sent
0.3143	11	2.0000	1.4545	a better term might be secondary parasitoid , or hyperparasitoid .
0.4000	14	3.0000	1.6429	the settlement lost importance as water levels rose and the site became unsuitable .
0.8286	29	6.0000	2.7931	later , in the 13th century , others such as bonaventure believed that he is the prince of the seraphim , the first of the nine angelic orders .
0.2286	8	2.0000	1.1250	the bbc has broadcast evensong from st .
0.2000	7	3.0000	1.2857	she was refloated on 18 july .
0.6857	24	4.0000	2.0833	however , because northern liang and southern liang were only nominal vassals , guzang was effectively a lone island of later qin control .
0.6857	24	8.0000	3.4583	thus , he focused on authenticity , and practiced fidelity to representing ordinary people who were , in many instances , his contemporaries .
0.5143	18	7.0000	3.2778	this proof formalised the heuristic proof given in 1993 by denis evans , cohen and gary morriss .
0.4000	14	3.0000	1.5714	strong support - excellent edits ; can readily be trusted with the mop .
0.6000	21	7.0000	3.3333	june 2008 ( utc ) by going to a page on the site and editing it to make it better .
0.8286	29	5.0000	2.0000	a lover of musicke '' ; `` a seventeenth century view of musical education '' ; and `` the musical cries of london in shakespeare 's time '' .
0.3714	13	5.0000	2.2308	my understanding is that removing warnings and sock-puppet notices is not allowed .
0.2000	7	2.0000	1.1429	new castle county council in 1972 .
0.4857	17	4.0000	1.8824	by october of 1887 , twenty-nine stockholders had formed a corporation , the adirondack mountain reserve .
0.4000	14	6.0000	2.9286	they formed an immediate bond which led to a personal and professional alliance .
0.2000	7	2.0000	1.2857	clement sethupathy was an asian priest .
0.5143	18	6.0000	2.7222	yeates ( 1981 jj2 ) is a main-belt asteroid discovered on may 5 , 1981 by c .
0.4286	15	5.0000	2.6000	he was married to elisabeth scott porter from 1993 until his death in 2004 .
0.2000	7	3.0000	1.2857	uk singles chart in june 1995 .
0.8571	30	6.0000	2.8667	one in every 200 estonians has the russian name ivanov , making it the ex-soviet baltic country 's most common surname , weekly newspaper eesti ekspress reported on thursday .
0.4000	14	4.0000	1.6429	but the definition itself is adequate and does not need complement of commentary .
0.5143	18	4.0000	2.5000	foolishness and laziness are highlighted in this collection of proverbs , as well as deception and gossip .
0.5143	18	7.0000	3.7222	she went to the people that caused her pain and showed mendez how she made them suffer .
0.7143	25	6.0000	3.0800	he praised the concept of private property and argued that the nazi party would be the nation 's only salvation against the communist threat .
0.4286	15	4.0000	1.8000	the canal is long gone , but its remnants form the genesee valley greenway .
0.6000	21	6.0000	3.1905	transport by the encoded protein is inhibited by four loop diuretics , nateglinide , thiazides , probenecid , and glibenclamide .
0.5429	19	4.0000	2.0000	after martinair moved into the new building , martinair sold its old head office back to the airport .
0.3429	12	4.0000	1.8333	kosuke matsuura switched from super aguri fernández racing to panther racing .
0.4857	17	4.0000	2.0588	a theoretician and philosopher of photography , he was among the most prominent exponents of pictorialism .
0.7429	26	6.0000	2.6538	in january 2010 , she revealed that beginning with book 9 , ghost town , novels in this series will first be released in hardback .
0.4286	15	7.0000	3.4667	lefaux is a commune in the pas-de-calais department in the nord-pas-de-calais region of france .
0.9714	34	8.0000	4.0588	story of interest around the world that continues to receive enormous coverage and is now spilling over to widespread discussion of executive privilege , separation of power , and presidential and diplomatic security .
0.4286	15	5.0000	2.8000	celebrities such as the cricketer ian botham and jackie stewart appeared on the show .
0.2000	7	2.0000	1.1429	he won a gold glove in .
0.7143	25	6.0000	2.8400	in the first week of april , 1941 , he began to destroy the harbor 's facilities and ruin its usefulness to the british .
0.4571	16	6.0000	2.8125	qutubuddin used to take a small ride on it and the horse would become obedient .
0.6000	21	11.0000	5.0476	every group is equivalent to a subgroup of this type of group symbolized by capital s and an appropriate subscript .
0.4000	14	3.0000	1.7857	coi , only contribution is to add an eponymous el to adamson university .
0.4000	14	5.0000	2.5000	it is located near o'hare international airport , allstate arena and rosemont theatre .
0.2286	8	3.0000	1.3750	there is also a press release link .
0.6571	23	4.0000	2.3913	in the gran consiglio election , there were a total of 340 registered voters in iragna , of which 215 or 63 .
0.3429	12	4.0000	2.0833	several of his test subjects reported nde-like audio or visual hallucinations .
0.7143	25	10.0000	4.4400	the difference between routerone and those editors is that routerone seems bent on removing all critical comments from the book of mormon related pages .
0.3714	13	4.0000	2.0000	he and young are the only pitchers to have won 400 games .
0.7143	25	6.0000	3.1600	london freewheel in september 2007 , for which certain roads in central london are closed to motor vehicles for several hours on a sunday .
0.4286	15	5.0000	2.2000	dufresne again called browne a `` fraud '' in a 2010 interview with kmov-tv .
0.2571	9	3.0000	1.5556	the floor is covered with neutral brown marble .
0.2286	8	4.0000	1.8750	virgin representatives including future manager andrew mcmanus .
0.6286	22	4.0000	2.1818	he entered the medical service of the royal navy as a surgeon 's mate , and in 1757 became a surgeon .
0.7429	26	7.0000	3.7692	stumped 30 october 2011 puzzle none a halloween themed game in which the player controls a right foot , which has been brought to life .
0.4000	14	4.0000	2.3571	some of the brands include avon , avon naturals , skin-so-soft and mark .
0.3143	11	4.0000	1.9091	buenos aires-1985 `` argentine model for the national project '' .
0.6286	22	9.0000	4.5455	it was released after the success of `` what 's it gon na be '' with h `` two '' o .
0.7714	27	11.0000	4.1481	danish blue was invented early in the 20th century by a danish cheese maker named marius boel with the intention of emulating a roquefort style cheese .
0.4571	16	5.0000	2.1875	presumably he was destroyed along with the monster and the bride when the tower exploded .
0.6286	22	5.0000	2.3636	narpatganj ( vidhan sabha constituency ) ( ) is an assembly constituency in araria district in the indian state of bihar .
0.4286	15	3.0000	1.7333	in that hole , silver mining in america as we know it was born .
0.6857	24	6.0000	2.4583	however , i agree with the second guy , if you 're going to make mass changes like that , do them right .
0.4857	17	4.0000	2.1765	get the handcar across the heavy traffic to fix the broken switch ( rush hour ) .
0.5143	18	4.0000	1.8889	in 1998 the housing cooperative was permitted by the london borough of lambeth to purchase the buildings .
0.9143	32	8.0000	4.0625	two compositions ( trio ) 1998 is a live album by american composer and saxophonist anthony braxton recorded at wesleyan university in 1998 and released on the leo label in 2003 .
0.2857	10	2.0000	1.2000	hershey would ultimately win the calder cup that year .
0.6000	21	5.0000	2.1905	from there the san carlos , with narváez on board , returned to nootka sound , arriving on november 9 .
0.4857	17	5.0000	2.2353	it was extended to majorstuen , where the depot was located , on 15 may 1914 .
0.2286	8	2.0000	1.1250	but this is not a windows feature .
0.2857	10	4.0000	1.9000	tamblyn is a modern day marvel in many ways .
0.4286	15	3.0000	1.7333	his father owns a supermarket chain , and his mother is a financial adviser .
0.7429	26	6.0000	2.6923	what i meant about becoming known is that he can be accessed by other individuals without knowledge of him to gain insight into new artists .
0.2286	8	2.0000	1.1250	deletion campaigne is also improving article campaigne .
0.6571	23	4.0000	2.1304	ubuntu founder and director mark shuttleworth has said that ubuntu will not be making any such deal , as have red hat .
0.4000	14	6.0000	3.0714	elizabeth daily as tommy pickles , the main character of the rugrats franchise .
0.4000	14	6.0000	2.6429	it is named after the city of ancona , capital of the marche .
0.3143	11	4.0000	2.1818	the stadium hosted the finalisima of the 2008 copa perú .
0.3143	11	3.0000	1.3636	in the miniseries , the townspeople immediately returned to normal .
0.4857	17	6.0000	2.6471	during the year , cambodian forces were able to win localized victories against the kmer rouge .
0.2000	7	2.0000	1.2857	fritz peterson entered to relieve hunter .
0.9143	32	8.0000	3.6875	modesta vžesniauskaitė ( born october 17 , 1983 in panevėžys ) is a female road racing cyclist from lithuania , who represented her nation at the 2008 summer olympics in beijing .
0.5429	19	5.0000	1.8947	the 15 caribbean places used to all share area code 809 but now each have their own code .
0.2571	9	3.0000	1.3333	we are n't here to discuss content issues .
0.3429	12	5.0000	2.7500	i am sorry to have to bother wikipedia administration with this .
0.8286	29	5.0000	2.2759	when postmaster general pickering was succeeded by joseph habersham in 1795 , bradley 's postal route maps and voluminous knowledge of the department made him an irreplaceable figure .
0.2857	10	3.0000	1.4000	the club was established in 1902 as as perpignan .
0.2571	9	3.0000	1.5556	the landslide exposed the dacite magma in st .
0.3143	11	4.0000	1.9091	this move is done via a typical tire drive system .
0.6286	22	7.0000	2.8636	a torm is approximately the size of a horse , and looks like a cross between a cat and a lizard .
0.6000	21	5.0000	2.0952	the third station , the european mars analog research station or euromars was founded and built in the early 2002 .
0.2286	8	3.0000	1.5000	it is dated to 10 march 90 .
0.3714	13	6.0000	2.6923	pollard was also one of the founders of the crowdsourcing publisher unbound .
0.5429	19	5.0000	2.2105	getting top grades in school , work and get readers on the blog does not make it easier .
0.8857	31	6.0000	2.8710	mirza abdul rahim khan-e-khanan bestowed a jagir to mian adam shah kalhoro in chanduka parguna in bakhar sarkar ( northern sindh ) for his valuable services during this military campaign .
0.7429	26	5.0000	2.2308	the guy takes the girl up to his room , but when he asks her to stay the night , she is insulted and leaves .
0.3143	11	3.0000	1.3636	coffee route have been recently opened to access machu picchu .
0.7714	27	5.0000	2.4444	green room - the green room is set in the rope store and is slightly smaller than the main seminar room , accommodating around 15 people .
0.3714	13	5.0000	2.5385	ramanagara is also famous some of the world 's oldest granite outcrops .
0.5429	19	4.0000	1.8947	bobby dickson ( born may 17 , 1955 in glasgow ) , is a retired scottish football player .
0.5714	20	7.0000	3.0500	after meeting in a battle , zodiac and epic savier established a friendship and collaborated on several songs together .
0.2857	10	3.0000	1.5000	slate , john burnside , mohan sikka , l .
0.4000	14	4.0000	2.0000	ohafia is a clan and local government area in abia state , nigeria .
0.7714	27	6.0000	3.1481	bulgaria 's intention was to defeat serbs and greeks and to occupy areas as large as possible before the great powers interfered to stop the hostilities .
0.2286	8	4.0000	1.8750	thomas considered transferring but decided against it .
0.5143	18	5.0000	2.5000	created by the bristol aeroplane company , it was used for search and rescue and anti-submarine warfare .
0.8571	30	6.0000	2.7667	i still have problems with the citations and their possible objectivity , but that can be hashed out later , as can the rest of the article per above .
0.5143	18	6.0000	3.4444	o bus , known as the `` lbus '' , a 32-bit address and data multiplexed bus .
0.5143	18	7.0000	3.2222	jake receives a phone call telling him that his son has been caught engaging in delinquent activities .
0.2857	10	3.0000	1.8000	mohamed united national party elephant 5 , 790 44 .
0.3143	11	4.0000	1.9091	the company also produces two lines of commercial drain-care products .
0.3143	11	5.0000	2.1818	four-fifths of the lawrence 's crew were killed or wounded .
0.6857	24	6.0000	2.7083	the collection includes works of 310 smiths from 44 different cities and towns with works of niels christensen as the oldest ( c .
0.8286	29	6.0000	2.3793	in 2006 , midway through his freshman year at fordham , skelton won the starting quarterback position and started every game for the rest of his college career .
0.3143	11	4.0000	1.9091	southern iceland quakes ) which happen on the southern fault .
0.5143	18	6.0000	2.9444	fines are levied against the transgressor and family , who then join together to pay the fine .
0.2571	9	4.0000	1.8889	its video was in regular rotation on vh1 .
0.7429	26	5.0000	2.3462	on 23 december , a nationwide mosque sit-in protest again took place in cities including riyadh and jeddah , calling for the release of dr .
0.5429	19	5.0000	2.2105	each perpetrator then got off the train and exited the station to meet his accomplice with a car .
0.2857	10	3.0000	1.6000	roman catholic , while 1 , 639 or 75 .
0.2571	9	4.0000	1.8889	some may be duplicates of the previous case .
0.8286	29	6.0000	3.0000	believe it or not , the two sturdy dog houses in the rear were built for the two dalmatians given by him around 1948 following a visit here .
0.4571	16	4.0000	1.7500	big city smack down '' and `` the stages of grief '' as playing bartender .
0.8286	29	8.0000	3.1034	however , in both cognizable and non-cognizable offenses , the trial starts only with the `` framing of charges '' which is similar to the concept of indictment .
0.4571	16	7.0000	3.5625	that game turned into a closed affair with munster narrowly winning by 0-13 to 1-9 .
0.7143	25	6.0000	2.8000	founded in 1958 by the holy ghost fathers , the school was named after neil mcneil , archbishop of toronto from 1912 to 1934 .
0.4286	15	4.0000	1.6667	if there are no sources at all , the content ca n't be verifiable .
0.2571	9	2.0000	1.4444	other important break-bulk exports include rice and timber .
0.2571	9	3.0000	1.6667	he lives in hamburg ( germany ) now .
0.2571	9	3.0000	1.6667	cavite state university on january 22 , 1998 .
0.6857	24	7.0000	2.8750	bromley and cowan noted in 2008 that scientology 's attempts `` to gain favor with new religion scholars '' had often been problematic .
0.6571	23	4.0000	2.3913	the tradition began in the 1950s when groups of kids would walk up the street to greet the team and get autographs .
0.6857	24	7.0000	2.9583	i stand on my own two feet and do not depend on any body to come to my aid in discussion or conflicts .
0.6000	21	4.0000	2.0952	i think that seeing the band is clearly notable , the lead vocalist should be notable enough for an article .
0.8286	29	8.0000	3.5517	with no one else in the room , maida freely admits she gave up the man she really loved for alec 's position and his father 's wealth .
0.5143	18	5.0000	2.4444	un resolution ( which should be the factoid in the article rather than a vague assertion ) .
0.2286	8	3.0000	1.5000	it does look a little bit odd .
0.9429	33	6.0000	2.9091	other common species include the armadillo ( dasypus novemcinctus ) , the small cuspa ( cabassous unicinctus ) , or capybara ( hydrochoerus hydrochaeris ) , the higher rodent of the world .
0.4571	16	4.0000	2.1250	edwina and india 's first prime minister jawaharlal nehru became intimate friends after indian independence .
0.2286	8	3.0000	1.2500	in august 2004 , unemployment was 7 .
0.5714	20	11.0000	4.7000	tharamus - tharamus is the god of learning but works as the curator of the museum of greek antiquity .
0.9714	34	6.0000	3.2353	joan busfield , professor of sociology at the university of essex , was a member of the trust and put forward the name of a former phd student of hers , diana gittins .
0.6286	22	4.0000	1.7727	however , in this article , due to a few incompetent editors , the sources were not added to the article .
0.5429	19	4.0000	2.2632	the implications of this for causality are the main reason why faster than light travel is considered implausible .
0.8571	30	7.0000	3.5333	the best known one is chickenhead ( 1986 ) , an earthy and bitter drama of a young delinquent 's disillusionment at the longed-for reunion with his drunken father .
0.2857	10	3.0000	1.3000	by default , at second edit it is checked .
0.8000	28	7.0000	3.1786	today we have this strange backlash of people who want to reinstate the trivia , despite the lack of sources and actual trivial nature of the material .
0.8571	30	6.0000	3.6000	in greek mythology , heracles and his twin iphicles are examples of heteropaternal superfecundation , with heracles fathered by the god zeus and iphicles by a mortal man amphitryon .
0.3429	12	4.0000	1.7500	omar khadr '' , produced by nazim baksh and terence mckenna .
0.4286	15	5.0000	2.3333	odets himself said `` but it is just something i kind of made up .
0.2857	10	4.0000	1.9000	it is also the startpoint of the furka tunnel .
0.4857	17	5.0000	3.0000	the wrights moved to richmond , indiana , where milton served a circuit preacher once again .
0.8571	30	7.0000	3.3333	on the site he noted that on the site of the stream , located beneath the bank , there was a spring called `` the priest 's well '' .
0.8857	31	7.0000	4.2581	the grizzlies started the season off with strong wins over class aaaa 's sequoyah and 2008 class aaa runner-up flowery branch , as well as region 7b-aaa 's west forsyth .
0.2286	8	4.0000	1.7500	the film subsequently made in tamil language .
0.2857	10	3.0000	1.6000	goto80 released his debut album commodore grooves in 2005 .
0.8286	29	7.0000	2.7931	after years of holding this position with general dynamics , scherer brought an end to his long career and spent retirement with his wife sheryn in san diego .
0.2571	9	4.0000	1.7778	in 2011 has a population of 296 inhabittants .
0.3143	11	3.0000	1.4545	it was renamed adamsfield next month and closed in 1960 .
0.6857	24	9.0000	3.3333	the european court of human rights ruled that easterbrook 's tariff fixing procedure had been in breach of article six of the covention .
0.8571	30	9.0000	3.8333	this image line is perpendicular to every line of the plane which passes through the origin , in particular the original line ( point of the projective plane ) .
0.5143	18	4.0000	2.1111	especially in cases were videos are otherwise impossible to track down , youtube is a acceptable alternative .
0.2857	10	3.0000	1.7000	his first term in congress began in january 2001 .
0.5143	18	6.0000	2.6111	among his injuries were bite marks in his penis and a sore anus from marie 's fingering .
0.6000	21	4.0000	2.0000	after the first world war , his writing became more serious and engaged , though never leaving a satirical bent .
0.6000	21	7.0000	3.1429	nicole spends several weeks visiting jessie to rebuild their relationship and eventually ruth and mark realise how close they are .
0.2571	9	3.0000	1.5556	please see icon of evil for more reviews .
0.2857	10	5.0000	2.3000	the origin of the name of koraput is obscure .
0.9143	32	6.0000	2.6250	after the full round-trip , the clocks on board the ship show that 40 years have passed , but according to earth calendar the ship comes back 76 years after launch .
0.3429	12	3.0000	1.4167	as an aside , the evil doctor thing is never dated .
0.5143	18	4.0000	1.7222	money t is brought up on federal drug charges , and lyle is put into witness protection .
0.6286	22	5.0000	2.5000	utc on 23 july 1997 , atop a delta ii carrier rocket , flight number d245 , flying in the 7925-9 .
0.9143	32	10.0000	4.6250	it has a wide , globular base , short stem , and thin skin with many notable lenticels , or pores , which allow the exchange of gases with the atmosphere .
0.4571	16	5.0000	2.5000	wikipedia is most categorically not a battleground , something these two seem to have forgotten .
0.4571	16	4.0000	1.8750	the pit had already sold 20 , 000 copies a month prior to its publication .
0.2000	7	4.0000	1.7143	senate seat held by richard burr .
0.4000	14	4.0000	2.0000	and my example of asimov was more relevant than you make it seem .
0.3714	13	4.0000	1.7692	some linux distributions already use the pax with stack smash protection combination .
0.4857	17	3.0000	1.7647	commercial software can be proprietary software , and free software packages may also be commercial software .
0.3714	13	4.0000	2.2308	logo for [ [ morning glory ( tv show ) ] ] .
0.9429	33	7.0000	3.5758	as there is no guarantee that past relationships will continue in the future , this is one of the `` weak links '' in traditional asset allocation strategies as derived from mpt .
0.2571	9	4.0000	1.7778	avila j , brandt r , kosik ks .
0.7429	26	9.0000	4.1538	the formerly open cour d'honneur became a closed court with an arched gateway , guarded by the four lions of the sculptor , jános fadrusz .
0.4000	14	4.0000	2.2143	today mass is offered in hungarian and in the local prekmurje slovenian dialect .
0.3143	11	2.0000	1.1818	connelly a full-time job with pjd , which he accepted .
0.8571	30	5.0000	2.3000	david hosts and djs his own party at his penthouse in miami every sunday , that have become known as ts5 and he began uploading the sets to soundcloud .
0.3143	11	4.0000	1.9091	the rains caused severe flooding , particularly to low-lying areas .
0.7429	26	7.0000	3.0000	grace had recently scored 224 not out against surrey and the bat he used against monmouth had a silver shield on it recording the achievement .
0.6000	21	5.0000	2.0476	second , by including multiple dimensions , black 's model allows for consideration of each variable while holding others constant .
0.5429	19	3.0000	1.6316	liangfa li , tianbo liu , zizhuo wang , le tao , lei che , mingzhe han 22 .
0.3714	13	3.0000	1.3077	for example , katarina did not even know what a key was .
0.5429	19	5.0000	2.1053	by the start of world war ii , this pact lost its meaning , except for this article .
0.7714	27	8.0000	3.8148	heldman graduated from harvard college , university of alabama school of medicine , and completed residency and fellowship training at johns hopkins university school of medicine .
0.4000	14	4.0000	2.0714	delete - unless someone can find a rs that i was unable to .
0.6286	22	8.0000	3.6818	make me a supermodel castmember ronnie kroell , who agreed to pose nude and resulted in another big success for playgirl .
0.2857	10	3.0000	1.5000	germanus of constantinople , on the divine liturgy ] .
0.2857	10	5.0000	2.5000	senate seats between each side of the green mountains .
0.3143	11	5.0000	2.1818	he was born in lancaster county , pennsylvania in 1777 .
0.4857	17	6.0000	2.7059	he married mary dobson , daughter of the canterbury provincial engineer edward dobson , in 1863 .
0.2571	9	4.0000	1.8889	cabal and therefore always agree with each other .
0.6000	21	5.0000	2.2381	chuzzles are cute balls of fur that squeak and giggle when you push and pull them across the game screen .
0.2857	10	2.0000	1.3000	recording music or sound yourself is not always possible .
0.2857	10	3.0000	1.4000	buckhalter 's nfl career has been marred by injuries .
0.4857	17	6.0000	2.8824	other studies estimate that 4 million people in the metropolitan buenos aires area live in poverty .
0.3143	11	3.0000	1.6364	cirtek motorsport porsche 911 gt3-rsferrari 360 modena gtc porsche 3 .
0.4000	14	4.0000	1.6429	super junior , would host 2 foreigners as they stayed in south korea .
0.9143	32	6.0000	3.0625	tymoshenko made inroads in yanukovych 's traditional east and south ukraine base of support , whereas yanukovych did the same in tymoshenko 's traditional west and central ukraine base of support .
0.3429	12	2.0000	1.3333	the dragon changes colour depending upon which power-up has been collected .
0.9143	32	7.0000	3.2500	mike is less than pleased to see her , but takes her along so he can keep a date with his girlfriend , nightclub singer katie mallory ( marsha hunt ) .
0.6000	21	6.0000	2.8571	the reed is attached to the end of a metal bocal , inserted into the top of the small bore .
0.6286	22	6.0000	2.5909	there is an extremely complex etiquette surrounding bowing , including the length and depth of bow , and the appropriate response .
0.5714	20	4.0000	2.1000	with police surrounding the building , strom takes nick hostage and demands the two million dollars as a ransom .
0.6000	21	8.0000	3.5238	the influence of lully 's music produced a radical revolution in the style of the dances of the court itself .
0.4571	16	4.0000	1.7500	also in 2008 , at the european championships in rome he won the bronze medal .
0.7143	25	6.0000	2.6800	instead , she was rebuilt as she appeared after her last major refit in 1951 , although with modern heating and air conditioning systems .
0.7714	27	9.0000	4.0741	despite starting the season as one of the favourites for relegation , wigan managed to exceed expectations with a nine-match unbeaten run early in the season .
0.2857	10	4.0000	1.7000	you probably need a different form of dispute resolution .
0.7143	25	4.0000	2.2400	around this time , her husband was said to be lost at sea , however there was no confirmation that her husband was dead .
0.6000	21	5.0000	2.4762	generally , the group known in the soviet union as the nomenklatura conforms to the theory of the new class .
0.4571	16	3.0000	1.4375	roman yefimovich kozak , 52 , russian theatre actor and director , after long illness .
0.5143	18	3.0000	1.9444	the name dublin comes from the irish name dubhlinn or duibhlinn , meaning `` black pool '' .
0.2571	9	3.0000	1.6667	the quarter-final winners advance to the final four .
0.2000	7	4.0000	1.7143	fa were receptive to the idea .
0.8571	30	7.0000	3.3667	he claims that , when he dies , he wants a bell left on his gravestone so he can have the pleasure of not getting up when people ring .
0.6571	23	6.0000	2.5217	browse and search the catalogue of the charles bradlaugh collection and bradlaugh papers archive , held at the bishopsgate institute , london .
0.5143	18	4.0000	2.1667	in 1991 he coached the frankfurt galaxy of the wlaf during the team 's first two years .
0.2857	10	3.0000	1.5000	mohammad fuad khusairi and ir mohd zulastri mohd amin .
0.4571	16	5.0000	2.9375	he served as chief financial officer , chief operating officer , and executive vice president .
0.7143	25	9.0000	3.8400	in 1865 young paul took over the family business , which represented artists such as corot and the barbizon school of french landscape painting .
0.4286	15	4.0000	1.9333	performers ossie davis and ruby dee have also offered their support to the company .
0.3143	11	4.0000	2.1818	recursively enumerable sets of positive integers and their decision problems .
0.4286	15	8.0000	3.8667	atwood park was home to one of the busiest aviation schools in the country .
0.6000	21	6.0000	3.0476	it is also revealed that he volunteered to go undercover and convinced stephen to use his intersect program on him .
0.5429	19	6.0000	2.4737	he typically undertakes actions independent of established glbti advocacy networks , and is admired for his unabashed commitment .
0.4286	15	4.0000	2.0000	i was just asking whether it is really necessary to make it so huge .
0.2571	9	4.0000	1.7778	one of her siblings is actress kathleen hermosa .
0.4857	17	4.0000	1.8824	however , they soon recalled him after pitcher ken dayley was put on the disabled list .
0.5429	19	7.0000	2.7368	o'connor continues this irony with parker beginning a relationship with god through his experience of gaining a tattoo .
0.3429	12	3.0000	1.8333	he served in the royal air force from 1952 to 1955 .
0.9143	32	6.0000	3.0000	a masked ball that took place in berlin on february 9 , 1929 , was the inspiration for the carnival atmosphere otto nebel presents in a kaleidoscope of imagery and movement .
0.5714	20	4.0000	2.1000	craggs the elder and craggs the younger both died in disgrace ; the remainder were impeached for their corruption .
0.5143	18	6.0000	3.6111	sanctions against south africa , 1986 , college of arts and sciences , east tennessee state university .
0.4571	16	4.0000	1.6250	the game has been widely praised by critics , even in its still early incarnation .
0.3714	13	3.0000	1.9231	gann , hoover institution press , 1981 , isbn 978-0-8179-7392-6 ( p .
0.4857	17	6.0000	2.4706	it was the first smithsonian building , completed in 1855 by architect james renwick , jr .
0.3143	11	3.0000	1.3636	modernism in islam , '' the dublin review , vol .
0.7143	25	6.0000	3.0800	among her various arms are a knife , chain whip , guan dao , spiked mace , and a seemingly endless supply of grenades .
0.6000	21	7.0000	2.5714	nimo and his family were granted asylum as political refugees and moved to oregon with the assistance of catholic ministries .
0.2571	9	4.0000	1.7778	bower - a package manager for the web .
0.2000	7	2.0000	1.2857	and learning how to do this .
0.6857	24	5.0000	2.4583	an elected but never empowered government prefers burma , the military junta that is very much in power officially renamed the country myanmar .
0.8857	31	7.0000	3.5161	selene ultimately was the deciding vote to vote sebastian shaw out of the hellfire club , when tension between shaw and the newly recruited white king magneto came to blows .
0.4857	17	4.0000	1.9412	french artist and sculptor , charles françois hutin , was a pupil of slodtz in rome .
0.7714	27	5.0000	2.5185	i suspect that if they had been made under the account instead of pseudo-anonymously , this rfa might not be happening at all at the moment .
0.2857	10	3.0000	1.6000	historical kits kits through history with pictures and descriptions .
0.8000	28	7.0000	3.9286	in response , mao sent a sarcastic telegram ridiculing him for not having taken the city five months prior , and ordering lin to take jinzhou instead .
0.5143	18	6.0000	2.7778	olivier roy ( born 1949 ) is professor at the european university institute in florence , italy .
0.7714	27	7.0000	2.8889	luis becomes deranged and turns to practice-shooting with a mannequin ; he also starts a fire that grows too large and has to be put down .
0.6571	23	5.0000	2.7391	the first signs of the environmental movement in australia began with the growing naturalism movement at the turn of the 19th century .
0.4571	16	3.0000	1.7500	the company receives its first iso 9002 certification from bvqi london for its conversion services .
0.7143	25	5.0000	2.0400	along with rhoecus , he was often credited with the invention of ore smelting and , according to pausanias , the craft of casting .
0.4000	14	4.0000	2.1429	nba all-rookie team and played in the nba all-star game that same year .
0.2286	8	3.0000	1.5000	blu called some respected people 'trolls ' .
0.2571	9	4.0000	1.7778	web colors , for a list of colors .
0.3714	13	3.0000	1.3846	as of 2005 , no other ship has been named uss alcedo .
0.5143	18	8.0000	3.5556	a record about growing up in the suburbs of middle class america , and having big dreams .
0.5429	19	6.0000	2.6842	he defeated hangtime to win his third acpw heavyweight title in salemburg , north carolina on october 13 .
0.6000	21	4.0000	2.0000	on 8 february 1886 , the mishandling of the trafalgar square riot exposed his inefficiency , and he immediately resigned .
0.5714	20	5.0000	2.2500	it continues to manufacture and sell high quality , authentically styled classical motorcycle protective clothing worldwide to this day .
0.7143	25	5.0000	2.5600	thus there were the lands of sterility ( terra sterilitatis ) , heat ( terra caloris ) , and liveliness ( terra vitae ) .
0.2857	10	3.0000	1.5000	d'ade had taken 2 hours for his first 34 .
0.4571	16	6.0000	2.8125	it has important works of the heidelberg school including tom roberts ' a break away !
0.8571	30	5.0000	2.6667	another old style of cooking scones , generally in the colder months , is to deep-fry or deep pan-fry them in dripping or oil , called `` puftaloons '' .
0.3429	12	4.0000	1.9167	university of san jose - recoletos - also known as usj-r .
0.4286	15	4.0000	2.0000	in the mew mew power english adaptation his name is changed to wesley j .
0.4000	14	3.0000	1.5714	during this tournament she also scored her first recorded hole-in-one as a professional .
0.2571	9	3.0000	2.1111	manual of italian renaissance sculpture ( 1904 ) .
0.5714	20	5.0000	2.5500	maybe it would help if they were on drugs , like pcp or something else with strong analgesic properties .
0.2571	9	5.0000	2.3333	stan is married to housewife , francine smith .
0.7429	26	6.0000	2.6154	similar to troma 's toxic crusaders , the animation style of swamp thing follows the trend of goofy , horror anti-heroes made for the children .
0.4000	14	5.0000	2.5714	pont-hébert is a commune in the manche department in normandy in north-western france .
0.5714	20	4.0000	2.0000	he takes the younger players under his wing , taking them shopping , dispensing advice , lending an ear .
0.2571	9	3.0000	1.2222	as a result , the url `` applerumors .
0.6571	23	7.0000	2.9130	as of the census of 2010 , there were 143 people , 60 households , and 41 families residing in the town .
0.7714	27	5.0000	2.7037	she appeared in many comedy films , including 1983s valley girl as suzi brent , 1983 's the outsiders as cherry valance 's best friend marcia .
0.3143	11	3.0000	1.7273	phpwind is a popular php scripting forum application in china .
0.6286	22	5.0000	2.5455	once no references to an object remain , the unreachable memory becomes eligible to be freed automatically by the garbage collector .
0.2000	7	2.0000	1.2857	the type species is sylvochoerus woodburnei .
0.4286	15	4.0000	2.1333	des jardien pitched both games , defeating waseda 5-3 and the keio university 4-1 .
0.8286	29	7.0000	3.9655	the rhinelander is bred to the same standard as the westphalian and other german warmbloods , such as the bavarian warmblood , mecklenburger , brandenburger , and württemberger .
0.5143	18	5.0000	2.6667	the most famous carnivals of italy are those held in venice , viareggio , ivrea and acireale .
0.8857	31	7.0000	2.6774	as james 's reign progressed , his government faced growing financial pressures , due partly to creeping inflation but also to the profligacy and financial incompetence of james 's court .
0.2857	10	4.0000	2.0000	it comprises single storey parades of pavilion-style office units .
0.6000	21	4.0000	1.9524	ayres opened its castleton square location in 1992 , and a sixth anchor and food court was added in 1999 .
